Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SalePrice,House_Age,Years_Since_Modified,Garage_Age,TotalBaths,LivingArea,PorchDeckSF
838,160,RM,21.0,1680,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,3,3,CBlock,3,3,1,4,330,1,0,153,483,GasA,3,1,SBrkr,483,504,0,987,1,0,1,1,2,1,3,5,0,0,Detchd,1,264,3,3,Y,0,0,0,0,0,0,0,NoFence,None,0,100000,35,35,35.0,1.5,1470,0
839,20,RL,75.0,9525,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0,1,0,1099,1099,GasA,5,1,SBrkr,1099,0,0,1099,0,0,1,1,3,1,4,5,0,0,Attchd,1,352,3,3,Y,278,0,0,0,0,0,0,NoFence,None,0,144000,13,2,9.0,1.5,2198,278
840,50,RL,70.0,11767,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,4,352,1,0,416,768,GasA,5,1,SBrkr,768,432,0,1200,0,0,1,0,3,1,3,5,0,0,Detchd,1,240,3,3,Y,0,0,0,0,0,0,0,NoFence,None,0,130500,62,13,62.0,1.0,1968,0
841,70,RH,72.9270266713491,12155,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,4,156,1,0,516,672,GasA,3,0,SBrkr,810,672,0,1482,0,0,2,0,4,1,2,5,0,0,Detchd,1,400,3,3,P,0,0,254,0,0,0,0,NoFence,None,0,140000,83,58,74.0,2.0,2154,254
842,70,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,1,0,1,0,650,650,GasA,4,1,SBrkr,958,581,0,1539,0,0,2,0,3,1,4,5,1,1,Detchd,1,686,4,3,P,70,78,68,0,0,0,0,NoFence,None,0,157500,104,6,25.0,2.0,2189,216
843,80,RL,82.0,9020,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,3,3,CBlock,3,3,4,3,312,5,539,276,1127,GasA,3,1,SBrkr,1165,0,0,1165,1,0,1,1,3,1,3,5,0,0,Attchd,2,490,4,4,Y,0,129,0,0,0,0,0,GdPrv,None,0,174900,42,42,42.0,1.5,2292,129
844,90,RL,80.0,8000,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,1,0,1,0,1800,1800,GasA,5,0,SBrkr,1800,0,0,1800,0,0,2,0,6,2,3,5,0,0,NoGarage,0,0,0,0,Y,0,0,0,0,0,0,0,NoFence,None,0,141000,46,46,-43.0,2.0,3600,0
845,50,RM,100.0,12665,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,2,1,0,1,0,876,876,GasA,4,1,SBrkr,876,540,0,1416,0,0,1,1,4,1,3,5,1,4,Detchd,1,720,3,3,Y,418,0,194,0,0,0,0,NoFence,None,0,153900,93,58,59.0,1.5,2292,612
846,85,RL,78.79267479723995,16647,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,4,5,1390,1,0,0,1390,GasA,3,1,SBrkr,1701,0,0,1701,1,0,2,0,3,1,3,4,2,3,Basment,3,611,3,3,Y,0,0,0,0,0,0,0,NoFence,None,0,171000,32,26,32.0,2.0,3091,0
847,60,RL,75.0,9317,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,4,3,PConc,4,3,1,5,513,1,0,227,740,GasA,5,1,SBrkr,1006,769,0,1775,1,0,2,1,3,1,4,5,1,3,Attchd,1,425,3,3,Y,234,72,192,0,0,0,0,NoFence,None,0,213000,16,16,16.0,2.5,2515,498
848,20,RL,36.0,15523,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,3,4,460,1,0,404,864,GasA,5,1,SBrkr,864,0,0,864,1,0,1,0,3,1,3,5,1,2,Attchd,1,338,3,3,Y,0,0,0,0,0,0,0,NoFence,None,0,133500,37,37,37.0,1.0,1728,0
849,50,RL,75.0,45600,Pave,NoAlley,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,907,907,GasA,3,1,SBrkr,1307,1051,0,2358,0,0,3,0,5,1,3,5,1,4,Detchd,1,360,2,3,Y,486,40,0,0,175,0,0,NoFence,None,0,240000,100,11,100.0,3.0,3265,701
850,80,RL,80.0,9600,Pave,NoAlley,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,4,4,CBlock,3,3,1,1,0,1,0,528,528,GasA,5,1,SBrkr,1094,761,0,1855,0,0,2,1,3,1,3,5,1,3,Attchd,2,512,3,3,Y,113,100,0,0,0,0,0,NoFence,None,0,187000,31,13,31.0,2.5,2383,213
851,120,RM,36.0,4435,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,3,6,659,1,0,189,848,GasA,5,1,SBrkr,848,0,0,848,1,0,1,0,1,1,4,5,0,0,Attchd,3,420,3,3,Y,140,0,0,0,0,0,0,NoFence,None,0,131500,4,4,4.0,1.0,1696,140
852,120,RL,61.228375389101494,3196,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4,3,4,1,0,1,0,1273,1273,GasA,5,1,SBrkr,1456,0,0,1456,0,0,2,0,2,1,4,5,1,3,Attchd,3,400,3,3,Y,143,20,0,0,0,0,0,NoFence,None,0,215000,3,3,3.0,2.0,2729,163
853,75,RL,53.0,7128,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,3,364,1,0,554,918,GasA,4,1,SBrkr,918,728,0,1646,0,0,2,0,4,1,3,5,2,4,Detchd,1,240,3,3,Y,0,0,0,0,126,0,0,MnPrv,None,0,164000,66,57,66.0,2.0,2564,126
854,80,RL,72.84867874446721,12095,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,3,4,CBlock,3,3,4,3,564,1,0,563,1127,GasA,3,1,SBrkr,1445,0,0,1445,0,0,1,1,3,1,3,5,1,2,Attchd,2,645,3,3,Y,180,0,0,0,0,0,0,MnPrv,None,0,158000,45,45,45.0,1.5,2572,180
855,20,RL,102.0,17920,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,Wd Sdng,Plywood,None,0.0,3,3,CBlock,3,3,2,5,306,3,1085,372,1763,GasA,3,1,SBrkr,1779,0,0,1779,1,0,1,1,3,1,3,5,1,4,Attchd,1,454,3,3,Y,0,418,0,0,312,0,0,NoFence,None,0,170000,51,32,51.0,1.5,3542,730
856,20,RL,66.06113667893277,6897,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,1,5,659,1,0,381,1040,GasA,5,1,SBrkr,1040,0,0,1040,1,0,1,1,3,1,3,5,0,0,Detchd,1,260,3,3,Y,0,104,0,0,0,0,0,NoFence,None,0,127000,48,0,48.0,1.5,2080,104
857,80,RL,71.37965511543176,10970,Pave,NoAlley,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,Plywood,HdBoard,None,0.0,3,3,CBlock,4,4,4,6,505,2,435,0,940,GasA,3,1,SBrkr,1026,0,0,1026,1,0,1,0,3,1,3,5,0,0,Detchd,1,576,3,2,Y,0,0,34,0,0,0,0,MnPrv,None,0,147000,30,30,27.0,1.0,1966,34
858,60,RL,65.0,8125,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1,1,0,1,0,702,702,GasA,4,1,SBrkr,702,779,0,1481,0,0,2,1,3,1,3,5,1,3,Attchd,3,343,3,3,Y,0,36,0,0,0,0,0,NoFence,None,0,174000,15,14,15.0,2.5,2183,36
859,20,RL,80.0,10400,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,3,3,CBlock,4,3,1,1,0,1,0,1090,1090,GasA,3,1,SBrkr,1370,0,0,1370,0,0,2,0,3,1,3,5,1,3,Attchd,2,479,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,152000,33,33,33.0,2.0,2460,0
860,60,RL,71.45669724353229,11029,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,3,3,CBlock,3,3,2,4,619,1,0,435,1054,GasA,3,1,SBrkr,1512,1142,0,2654,1,0,2,1,4,1,4,5,1,4,Attchd,1,619,3,3,Y,0,65,0,0,222,0,0,NoFence,None,0,250000,38,22,38.0,2.5,3708,287
861,50,RL,55.0,7642,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,BrkTil,3,3,1,1,0,1,0,912,912,GasA,4,1,SBrkr,912,514,0,1426,0,0,1,1,3,1,4,5,1,4,Detchd,1,216,3,3,Y,0,240,0,0,0,0,0,GdPrv,None,0,189950,89,9,82.0,1.5,2338,240
862,190,RL,75.0,11625,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,Hip,CompShg,Plywood,HdBoard,None,0.0,3,3,PConc,3,3,2,4,841,1,0,198,1039,GasA,5,1,SBrkr,1039,0,0,1039,1,0,1,1,3,1,3,5,0,0,Attchd,1,504,3,3,Y,0,0,0,0,0,0,0,NoFence,None,0,131500,45,45,45.0,1.5,2078,0
863,20,RL,81.0,9672,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,4,3,1,6,338,1,0,702,1040,GasA,3,1,SBrkr,1097,0,0,1097,0,0,2,0,3,1,3,5,0,0,Attchd,1,480,3,3,Y,0,0,0,0,0,0,0,GdPrv,None,0,152000,26,25,24.0,2.0,2137,0
864,20,RL,70.0,7931,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,3,3,1,4,1148,1,0,0,1148,GasA,3,1,SBrkr,1148,0,0,1148,1,0,1,0,3,1,3,5,0,0,Attchd,1,672,3,3,Y,0,0,0,0,0,0,0,GdPrv,None,0,132500,50,50,50.0,1.0,2296,0
865,20,FV,72.0,8640,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,1,0,1,0,1372,1372,GasA,5,1,SBrkr,1372,0,0,1372,0,0,2,0,3,1,4,5,0,0,Attchd,3,529,3,3,Y,0,140,0,0,0,0,0,NoFence,None,0,250580,1,0,0.0,2.0,2744,140
866,20,RL,68.48078182080181,8750,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,3,3,CBlock,3,3,1,4,828,1,0,174,1002,GasA,3,1,SBrkr,1002,0,0,1002,1,0,1,0,3,1,3,5,0,0,Detchd,1,902,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,148500,39,39,36.0,1.0,2004,0
867,20,RL,67.0,10656,Pave,NoAlley,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,4,3,PConc,4,3,3,1,0,1,0,1638,1638,GasA,5,1,SBrkr,1646,0,0,1646,0,0,2,0,3,1,4,5,1,4,Attchd,2,870,3,3,Y,192,80,0,0,0,0,0,NoFence,None,0,248900,1,0,0.0,2.0,3284,272
868,20,RL,85.0,6970,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,932,1,0,108,1040,GasA,3,1,SBrkr,1120,0,0,1120,1,0,1,1,3,1,2,5,0,0,Attchd,2,544,3,3,Y,168,0,0,0,0,0,0,NoFence,Shed,400,129000,46,46,46.0,1.5,2160,168
869,60,RL,76.33124409436724,14762,Pave,NoAlley,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,4,1,SBrkr,1547,720,53,2320,0,0,2,0,2,1,3,5,1,3,Attchd,1,672,3,3,P,120,144,0,0,0,0,0,NoFence,None,0,169000,58,56,27.0,2.0,2267,264
870,60,RL,80.0,9938,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,4,3,PConc,4,3,1,6,750,1,0,300,1050,GasA,5,1,SBrkr,1062,887,0,1949,1,0,2,1,3,1,4,5,1,3,Attchd,3,574,3,3,Y,156,90,0,0,0,0,0,GdPrv,None,0,236000,17,16,17.0,2.5,2999,246
871,20,RL,60.0,6600,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0,1,0,894,894,GasA,4,0,SBrkr,894,0,0,894,0,0,1,0,2,1,3,5,0,0,Detchd,1,308,3,3,Y,0,0,0,0,0,0,0,NoFence,None,0,109500,47,47,47.0,1.0,1788,0
872,60,RL,70.0,8750,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,3,3,PConc,4,3,1,6,505,1,0,299,804,GasA,5,1,SBrkr,804,878,0,1682,0,0,2,1,3,1,4,5,0,0,Attchd,2,523,3,3,Y,0,77,0,0,0,0,0,NoFence,None,0,200500,12,12,12.0,2.5,2486,77
873,20,RL,74.0,8892,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,WdShing,Wd Shng,None,0.0,4,3,Stone,3,3,3,1,0,1,0,105,105,GasA,4,1,SBrkr,910,0,0,910,0,0,1,0,3,1,4,5,0,0,Attchd,1,414,3,3,Y,196,0,150,0,0,0,0,GdWo,None,0,116000,55,12,55.0,1.0,1015,346
874,40,RL,60.0,12144,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,3,3,1,3,375,1,0,457,832,GasA,4,1,SBrkr,1036,0,232,1268,0,0,1,0,3,1,3,5,1,4,Attchd,1,288,3,3,Y,0,28,0,0,0,0,0,NoFence,Othr,0,133000,60,59,60.0,1.0,1868,28
875,50,RM,52.0,5720,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,1,0,1,0,676,676,GasA,5,1,SBrkr,676,455,0,1131,0,0,1,1,3,1,3,5,0,0,Detchd,1,200,3,3,Y,26,0,0,0,0,0,0,NoFence,None,0,66500,68,59,68.0,1.5,1807,26
876,60,FV,75.0,9000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,3,6,64,1,0,1120,1184,GasA,5,1,SBrkr,1184,1426,0,2610,0,0,2,1,4,1,5,5,1,4,BuiltIn,3,550,3,3,Y,208,364,0,0,0,0,0,NoFence,None,0,303477,0,0,0.0,2.5,3794,572
877,20,RL,94.0,25286,Pave,NoAlley,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,3,3,4,5,633,1,0,431,1064,GasA,4,1,SBrkr,1040,0,0,1040,1,0,1,0,3,1,3,5,0,0,Attchd,1,648,3,3,Y,0,0,0,0,0,0,0,NoFence,None,0,132250,44,44,44.0,1.0,2104,0
878,60,RL,74.0,8834,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,4,3,PConc,5,3,1,6,1170,1,0,292,1462,GasA,5,1,SBrkr,1462,762,0,2224,1,0,2,1,4,1,5,5,1,4,Attchd,3,738,3,3,Y,184,0,0,0,0,0,0,NoFence,None,0,350000,5,4,5.0,2.5,3686,184
879,85,RL,88.0,11782,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,5,899,1,0,210,1109,GasA,3,1,SBrkr,1155,0,0,1155,1,0,1,0,3,1,4,4,0,0,Detchd,1,576,3,3,Y,192,0,0,0,0,0,0,MnPrv,Shed,400,148000,49,15,23.0,1.0,2264,192
880,20,RL,66.19563395341335,7000,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,4,4,CBlock,3,3,1,5,646,1,0,218,864,GasA,5,1,SBrkr,864,0,0,864,1,0,1,0,3,1,3,5,0,0,Attchd,1,336,3,3,Y,0,0,0,0,0,0,0,GdWo,None,0,136500,31,4,31.0,1.0,1728,0
881,20,RL,60.0,7024,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,4,1,5,980,1,0,110,1090,GasA,4,1,SBrkr,1090,0,0,1090,1,0,1,1,2,1,3,5,0,0,Attchd,3,450,3,3,Y,0,49,0,0,0,0,0,NoFence,None,0,157000,2,1,2.0,1.5,2180,49
882,50,RL,44.0,13758,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,4,4,CBlock,4,3,2,2,902,1,0,254,1156,GasA,5,1,SBrkr,1187,530,0,1717,0,0,2,1,3,1,4,5,1,3,Attchd,2,400,3,3,Y,168,36,0,0,0,0,0,NoFence,None,0,187500,17,16,17.0,2.5,2873,204
883,60,RL,69.63771954109106,9636,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0,1,0,808,808,GasA,4,1,SBrkr,808,785,0,1593,0,0,2,1,3,1,3,5,1,3,BuiltIn,2,389,3,3,Y,342,40,0,0,0,0,0,MnPrv,None,0,178000,17,16,16.0,2.5,2401,382
884,75,RL,60.0,6204,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,3,2,1,1,0,1,0,795,795,GasA,3,0,SBrkr,954,795,481,2230,1,0,1,0,5,1,3,5,0,0,Detchd,1,440,3,4,Y,0,188,0,0,0,0,0,NoFence,None,0,118500,94,56,9.0,1.0,2544,188
885,20,RL,65.0,7150,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,3,3,CBlock,3,3,1,4,432,1,0,460,892,GasA,3,1,SBrkr,892,0,0,892,0,0,1,0,3,1,3,5,0,0,Attchd,2,288,3,3,Y,0,0,0,0,0,0,0,GdWo,None,0,100000,42,42,42.0,1.0,1784,0
886,120,FV,50.0,5119,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,4,3,PConc,5,3,3,6,1238,1,0,460,1698,GasA,5,1,SBrkr,1709,0,0,1709,1,0,2,0,2,1,4,5,1,3,Attchd,3,506,3,3,Y,97,65,0,0,0,0,0,NoFence,None,0,328900,9,8,9.0,2.0,3407,162
887,90,RL,70.0,8393,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,3,3,CBlock,3,3,1,2,528,1,0,1098,1626,GasA,5,1,SBrkr,1712,0,0,1712,0,0,2,0,4,2,3,5,0,0,Attchd,3,588,3,3,Y,272,54,0,0,0,0,0,NoFence,None,0,145000,47,1,1.0,2.0,3338,326
888,50,RL,59.0,16466,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,3,3,1,1,0,1,0,816,816,GasA,3,1,SBrkr,872,521,0,1393,0,0,1,1,3,1,3,5,0,0,Attchd,1,300,3,3,Y,121,0,0,0,265,0,0,NoFence,None,0,135500,53,53,53.0,1.5,2209,386
889,20,RL,95.0,15865,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,4,4,PConc,3,4,4,5,351,3,823,1043,2217,GasA,5,1,SBrkr,2217,0,0,2217,1,0,2,0,4,1,4,5,1,3,Attchd,1,621,3,3,Y,81,207,0,0,224,0,0,NoFence,None,0,268000,37,37,37.0,2.0,4434,512
890,20,RL,128.0,12160,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,3,3,CBlock,3,3,1,4,1024,1,0,481,1505,GasA,5,1,SBrkr,1505,0,0,1505,1,0,1,0,2,1,3,5,1,3,Attchd,2,505,3,3,Y,0,0,0,162,0,0,0,NoFence,None,0,149500,56,56,56.0,1.0,3010,162
891,50,RL,60.0,8064,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,2,1,0,1,0,672,672,GasA,5,1,SBrkr,672,252,0,924,0,0,1,0,3,1,3,5,1,1,Detchd,1,576,3,3,Y,0,0,0,0,0,0,0,MnPrv,Shed,2000,122900,58,1,4.0,1.0,1596,0
892,60,RL,70.0,11184,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,3,3,CBlock,3,3,1,2,226,3,500,192,918,GasA,4,1,SBrkr,918,765,0,1683,0,0,2,1,3,1,3,5,1,3,Attchd,2,440,3,3,Y,243,0,0,0,0,0,0,NoFence,None,0,172500,31,31,31.0,2.5,2601,243
893,20,RL,70.0,8414,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,8,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,6,663,1,0,396,1059,GasA,3,1,SBrkr,1068,0,0,1068,0,1,1,0,3,1,3,5,0,0,Attchd,2,264,3,3,Y,192,0,0,0,0,0,0,MnPrv,None,0,154500,43,3,43.0,1.0,2127,192
894,20,RL,74.40127349551,13284,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,PConc,4,3,2,4,1064,1,0,319,1383,GasA,3,1,SBrkr,1383,0,0,1383,1,0,1,0,3,1,3,5,1,4,Attchd,1,354,3,3,Y,511,116,0,0,0,0,0,GdPrv,None,0,165000,54,54,54.0,1.0,2766,627
